id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
13642,"['The' 'men' ',' 'both' 'Finns' 'aged' 'about' '40' ',' 'were' 'arrested'
 'last' 'Saturday' 'in' 'the' 'western' 'town' 'of' 'Tampere' 'in' 'a'
 'raid' 'on' 'a' 'luxury' 'boat' 'owned' 'by' 'one' 'of' 'them' '.']","['O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The men , both Finns aged about 40 , were arrested last Saturday in the western town of Tampere in a raid on a luxury boat owned by one of them .","['The(O)', 'men(O)', ',(O)', 'both(O)', 'Finns(B-Miscellaneous)', 'aged(O)', 'about(O)', '40(O)', ',(O)', 'were(O)', 'arrested(O)', 'last(O)', 'Saturday(O)', 'in(O)', 'the(O)', 'western(O)', 'town(O)', 'of(O)', 'Tampere(B-Location)', 'in(O)', 'a(O)', 'raid(O)', 'on(O)', 'a(O)', 'luxury(O)', 'boat(O)', 'owned(O)', 'by(O)', 'one(O)', 'of(O)', 'them(O)', '.(O)']","The(O) men(O) ,(O) both(O) Finns(B-Miscellaneous) aged(O) about(O) 40(O) ,(O) were(O) arrested(O) last(O) Saturday(O) in(O) the(O) western(O) town(O) of(O) Tampere(B-Location) in(O) a(O) raid(O) on(O) a(O) luxury(O) boat(O) owned(O) by(O) one(O) of(O) them(O) .(O)","Input: The men , both Finns aged about 40 , were arrested last Saturday in the western town of Tampere in a raid on a luxury boat owned by one of them .
Output: The(O) men(O) ,(O) both(O) Finns(B-Miscellaneous) aged(O) about(O) 40(O) ,(O) were(O) arrested(O) last(O) Saturday(O) in(O) the(O) western(O) town(O) of(O) Tampere(B-Location) in(O) a(O) raid(O) on(O) a(O) luxury(O) boat(O) owned(O) by(O) one(O) of(O) them(O) .(O)"
11150,"['""' 'One' 'of' 'the' 'police' 'versions' 'in' 'the' 'case' 'of' 'the'
 'murder' 'of' 'young' 'gypsy' 'woman' 'in' 'Topolcany' ',' 'western'
 'Slovakia' ',' 'this' 'July' ',' 'is' 'a' 'suspicion' 'that' 'Mark'
 'Dutroux' 'could' 'have' 'been' 'involved' 'in' 'the' 'murder' ',' '""'
 'Gajdos' 'said' 'without' 'elaborating' 'on' 'the' 'age' 'of' 'the'
 'victim' 'and' 'on' 'the' 'other' 'versions' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" One of the police versions in the case of the murder of young gypsy woman in Topolcany , western Slovakia , this July , is a suspicion that Mark Dutroux could have been involved in the murder , "" Gajdos said without elaborating on the age of the victim and on the other versions .","['""(O)', 'One(O)', 'of(O)', 'the(O)', 'police(O)', 'versions(O)', 'in(O)', 'the(O)', 'case(O)', 'of(O)', 'the(O)', 'murder(O)', 'of(O)', 'young(O)', 'gypsy(O)', 'woman(O)', 'in(O)', 'Topolcany(B-Location)', ',(O)', 'western(O)', 'Slovakia(B-Location)', ',(O)', 'this(O)', 'July(O)', ',(O)', 'is(O)', 'a(O)', 'suspicion(O)', 'that(O)', 'Mark(B-Person)', 'Dutroux(I-Person)', 'could(O)', 'have(O)', 'been(O)', 'involved(O)', 'in(O)', 'the(O)', 'murder(O)', ',(O)', '""(O)', 'Gajdos(B-Person)', 'said(O)', 'without(O)', 'elaborating(O)', 'on(O)', 'the(O)', 'age(O)', 'of(O)', 'the(O)', 'victim(O)', 'and(O)', 'on(O)', 'the(O)', 'other(O)', 'versions(O)', '.(O)']","""(O) One(O) of(O) the(O) police(O) versions(O) in(O) the(O) case(O) of(O) the(O) murder(O) of(O) young(O) gypsy(O) woman(O) in(O) Topolcany(B-Location) ,(O) western(O) Slovakia(B-Location) ,(O) this(O) July(O) ,(O) is(O) a(O) suspicion(O) that(O) Mark(B-Person) Dutroux(I-Person) could(O) have(O) been(O) involved(O) in(O) the(O) murder(O) ,(O) ""(O) Gajdos(B-Person) said(O) without(O) elaborating(O) on(O) the(O) age(O) of(O) the(O) victim(O) and(O) on(O) the(O) other(O) versions(O) .(O)","Input: "" One of the police versions in the case of the murder of young gypsy woman in Topolcany , western Slovakia , this July , is a suspicion that Mark Dutroux could have been involved in the murder , "" Gajdos said without elaborating on the age of the victim and on the other versions .
Output: ""(O) One(O) of(O) the(O) police(O) versions(O) in(O) the(O) case(O) of(O) the(O) murder(O) of(O) young(O) gypsy(O) woman(O) in(O) Topolcany(B-Location) ,(O) western(O) Slovakia(B-Location) ,(O) this(O) July(O) ,(O) is(O) a(O) suspicion(O) that(O) Mark(B-Person) Dutroux(I-Person) could(O) have(O) been(O) involved(O) in(O) the(O) murder(O) ,(O) ""(O) Gajdos(B-Person) said(O) without(O) elaborating(O) on(O) the(O) age(O) of(O) the(O) victim(O) and(O) on(O) the(O) other(O) versions(O) .(O)"
14014,['211' 'Robert' 'Allenby' '(' 'Australia' ')' '69' '71' '71'],"['O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O', 'O', 'O']",211 Robert Allenby ( Australia ) 69 71 71,"['211(O)', 'Robert(B-Person)', 'Allenby(I-Person)', '((O)', 'Australia(B-Location)', ')(O)', '69(O)', '71(O)', '71(O)']",211(O) Robert(B-Person) Allenby(I-Person) ((O) Australia(B-Location) )(O) 69(O) 71(O) 71(O),"Input: 211 Robert Allenby ( Australia ) 69 71 71
Output: 211(O) Robert(B-Person) Allenby(I-Person) ((O) Australia(B-Location) )(O) 69(O) 71(O) 71(O)"
3385,"['On' 'a' 'weekend' 'overshadowed' 'by' 'Friday' ""'s"" 'fatal' 'accident'
 ',' 'four' 'times' 'world' 'champion' 'Kankunnen' 'emerged' 'from' 'the'
 'first' 'five' 'of' 'Saturday' ""'s"" '10' 'stages' 'with' 'a' 'commanding'
 'advantage' 'over' 'his' 'country' ""'s"" 'latest' 'prospect' ',' 'Marcus'
 'Gronholm' ',' 'also' 'in' 'a' 'Toyota' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'B-Organization', 'O']","On a weekend overshadowed by Friday 's fatal accident , four times world champion Kankunnen emerged from the first five of Saturday 's 10 stages with a commanding advantage over his country 's latest prospect , Marcus Gronholm , also in a Toyota .","['On(O)', 'a(O)', 'weekend(O)', 'overshadowed(O)', 'by(O)', 'Friday(O)', ""'s(O)"", 'fatal(O)', 'accident(O)', ',(O)', 'four(O)', 'times(O)', 'world(O)', 'champion(O)', 'Kankunnen(B-Person)', 'emerged(O)', 'from(O)', 'the(O)', 'first(O)', 'five(O)', 'of(O)', 'Saturday(O)', ""'s(O)"", '10(O)', 'stages(O)', 'with(O)', 'a(O)', 'commanding(O)', 'advantage(O)', 'over(O)', 'his(O)', 'country(O)', ""'s(O)"", 'latest(O)', 'prospect(O)', ',(O)', 'Marcus(B-Person)', 'Gronholm(I-Person)', ',(O)', 'also(O)', 'in(O)', 'a(O)', 'Toyota(B-Organization)', '.(O)']","On(O) a(O) weekend(O) overshadowed(O) by(O) Friday(O) 's(O) fatal(O) accident(O) ,(O) four(O) times(O) world(O) champion(O) Kankunnen(B-Person) emerged(O) from(O) the(O) first(O) five(O) of(O) Saturday(O) 's(O) 10(O) stages(O) with(O) a(O) commanding(O) advantage(O) over(O) his(O) country(O) 's(O) latest(O) prospect(O) ,(O) Marcus(B-Person) Gronholm(I-Person) ,(O) also(O) in(O) a(O) Toyota(B-Organization) .(O)","Input: On a weekend overshadowed by Friday 's fatal accident , four times world champion Kankunnen emerged from the first five of Saturday 's 10 stages with a commanding advantage over his country 's latest prospect , Marcus Gronholm , also in a Toyota .
Output: On(O) a(O) weekend(O) overshadowed(O) by(O) Friday(O) 's(O) fatal(O) accident(O) ,(O) four(O) times(O) world(O) champion(O) Kankunnen(B-Person) emerged(O) from(O) the(O) first(O) five(O) of(O) Saturday(O) 's(O) 10(O) stages(O) with(O) a(O) commanding(O) advantage(O) over(O) his(O) country(O) 's(O) latest(O) prospect(O) ,(O) Marcus(B-Person) Gronholm(I-Person) ,(O) also(O) in(O) a(O) Toyota(B-Organization) .(O)"
5220,['Adelaide' '14.12' '(' '96' ')' 'Collingwood' '24' '.'],"['B-Organization', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O']",Adelaide 14.12 ( 96 ) Collingwood 24 .,"['Adelaide(B-Organization)', '14.12(O)', '((O)', '96(O)', ')(O)', 'Collingwood(B-Organization)', '24(O)', '.(O)']",Adelaide(B-Organization) 14.12(O) ((O) 96(O) )(O) Collingwood(B-Organization) 24(O) .(O),"Input: Adelaide 14.12 ( 96 ) Collingwood 24 .
Output: Adelaide(B-Organization) 14.12(O) ((O) 96(O) )(O) Collingwood(B-Organization) 24(O) .(O)"
2560,"['Australia' ',' 'led' 'by' 'wicketkeeper' 'Ian' 'Healy' ',' 'opened'
 'their' 'short' 'tour' 'of' 'Sri' 'Lanka' 'with' 'a' 'five-run' 'win'
 'over' 'the' 'country' ""'s"" 'youth' 'team' 'on' 'Thursday' '.']","['B-Location', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Australia , led by wicketkeeper Ian Healy , opened their short tour of Sri Lanka with a five-run win over the country 's youth team on Thursday .","['Australia(B-Location)', ',(O)', 'led(O)', 'by(O)', 'wicketkeeper(O)', 'Ian(B-Person)', 'Healy(I-Person)', ',(O)', 'opened(O)', 'their(O)', 'short(O)', 'tour(O)', 'of(O)', 'Sri(B-Location)', 'Lanka(I-Location)', 'with(O)', 'a(O)', 'five-run(O)', 'win(O)', 'over(O)', 'the(O)', 'country(O)', ""'s(O)"", 'youth(O)', 'team(O)', 'on(O)', 'Thursday(O)', '.(O)']","Australia(B-Location) ,(O) led(O) by(O) wicketkeeper(O) Ian(B-Person) Healy(I-Person) ,(O) opened(O) their(O) short(O) tour(O) of(O) Sri(B-Location) Lanka(I-Location) with(O) a(O) five-run(O) win(O) over(O) the(O) country(O) 's(O) youth(O) team(O) on(O) Thursday(O) .(O)","Input: Australia , led by wicketkeeper Ian Healy , opened their short tour of Sri Lanka with a five-run win over the country 's youth team on Thursday .
Output: Australia(B-Location) ,(O) led(O) by(O) wicketkeeper(O) Ian(B-Person) Healy(I-Person) ,(O) opened(O) their(O) short(O) tour(O) of(O) Sri(B-Location) Lanka(I-Location) with(O) a(O) five-run(O) win(O) over(O) the(O) country(O) 's(O) youth(O) team(O) on(O) Thursday(O) .(O)"
10608,['Bari' '1' 'Verona' '1'],"['B-Organization', 'O', 'B-Organization', 'O']",Bari 1 Verona 1,"['Bari(B-Organization)', '1(O)', 'Verona(B-Organization)', '1(O)']",Bari(B-Organization) 1(O) Verona(B-Organization) 1(O),"Input: Bari 1 Verona 1
Output: Bari(B-Organization) 1(O) Verona(B-Organization) 1(O)"
5822,"['I' 'was' 'right' 'here' ',' ""'"" ""'"" 'he' 'said' 'standing' 'at' 'the'
 'spot' 'where' 'he' 'had' 'received' 'the' 'ball' 'for' 'the' 'kick' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","I was right here , ' ' he said standing at the spot where he had received the ball for the kick .","['I(O)', 'was(O)', 'right(O)', 'here(O)', ',(O)', ""'(O)"", ""'(O)"", 'he(O)', 'said(O)', 'standing(O)', 'at(O)', 'the(O)', 'spot(O)', 'where(O)', 'he(O)', 'had(O)', 'received(O)', 'the(O)', 'ball(O)', 'for(O)', 'the(O)', 'kick(O)', '.(O)']","I(O) was(O) right(O) here(O) ,(O) '(O) '(O) he(O) said(O) standing(O) at(O) the(O) spot(O) where(O) he(O) had(O) received(O) the(O) ball(O) for(O) the(O) kick(O) .(O)","Input: I was right here , ' ' he said standing at the spot where he had received the ball for the kick .
Output: I(O) was(O) right(O) here(O) ,(O) '(O) '(O) he(O) said(O) standing(O) at(O) the(O) spot(O) where(O) he(O) had(O) received(O) the(O) ball(O) for(O) the(O) kick(O) .(O)"
9444,"['Her' 'fever' 'has' 'since' 'abated' 'and' 'the' 'heart' 'failure' 'has'
 'been' 'brought' 'under' 'control' ',' 'but' 'her' 'heart' 'continues'
 'to' 'beat' 'irregularly' ',' 'doctors' 'said' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Her fever has since abated and the heart failure has been brought under control , but her heart continues to beat irregularly , doctors said .","['Her(O)', 'fever(O)', 'has(O)', 'since(O)', 'abated(O)', 'and(O)', 'the(O)', 'heart(O)', 'failure(O)', 'has(O)', 'been(O)', 'brought(O)', 'under(O)', 'control(O)', ',(O)', 'but(O)', 'her(O)', 'heart(O)', 'continues(O)', 'to(O)', 'beat(O)', 'irregularly(O)', ',(O)', 'doctors(O)', 'said(O)', '.(O)']","Her(O) fever(O) has(O) since(O) abated(O) and(O) the(O) heart(O) failure(O) has(O) been(O) brought(O) under(O) control(O) ,(O) but(O) her(O) heart(O) continues(O) to(O) beat(O) irregularly(O) ,(O) doctors(O) said(O) .(O)","Input: Her fever has since abated and the heart failure has been brought under control , but her heart continues to beat irregularly , doctors said .
Output: Her(O) fever(O) has(O) since(O) abated(O) and(O) the(O) heart(O) failure(O) has(O) been(O) brought(O) under(O) control(O) ,(O) but(O) her(O) heart(O) continues(O) to(O) beat(O) irregularly(O) ,(O) doctors(O) said(O) .(O)"
7806,['DELIVERY' ':' '9/17/96' 'approx' 'ORDERS' ':'],"['O', 'O', 'O', 'O', 'O', 'O']",DELIVERY : 9/17/96 approx ORDERS :,"['DELIVERY(O)', ':(O)', '9/17/96(O)', 'approx(O)', 'ORDERS(O)', ':(O)']",DELIVERY(O) :(O) 9/17/96(O) approx(O) ORDERS(O) :(O),"Input: DELIVERY : 9/17/96 approx ORDERS :
Output: DELIVERY(O) :(O) 9/17/96(O) approx(O) ORDERS(O) :(O)"
10031,"['MANCHESTER' ',' 'England' '1996-08-28']","['B-Location', 'O', 'B-Location', 'O']","MANCHESTER , England 1996-08-28","['MANCHESTER(B-Location)', ',(O)', 'England(B-Location)', '1996-08-28(O)']","MANCHESTER(B-Location) ,(O) England(B-Location) 1996-08-28(O)","Input: MANCHESTER , England 1996-08-28
Output: MANCHESTER(B-Location) ,(O) England(B-Location) 1996-08-28(O)"
297,['Dutch' 'state' 'raises' 'tap' 'sale' 'price' 'to' '99.95' '.'],"['B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Dutch state raises tap sale price to 99.95 .,"['Dutch(B-Miscellaneous)', 'state(O)', 'raises(O)', 'tap(O)', 'sale(O)', 'price(O)', 'to(O)', '99.95(O)', '.(O)']",Dutch(B-Miscellaneous) state(O) raises(O) tap(O) sale(O) price(O) to(O) 99.95(O) .(O),"Input: Dutch state raises tap sale price to 99.95 .
Output: Dutch(B-Miscellaneous) state(O) raises(O) tap(O) sale(O) price(O) to(O) 99.95(O) .(O)"
1152,"['I' 'did' ""n't"" 'feel' 'good' '.']","['O', 'O', 'O', 'O', 'O', 'O']",I did n't feel good .,"['I(O)', 'did(O)', ""n't(O)"", 'feel(O)', 'good(O)', '.(O)']",I(O) did(O) n't(O) feel(O) good(O) .(O),"Input: I did n't feel good .
Output: I(O) did(O) n't(O) feel(O) good(O) .(O)"
13135,"['""' 'I' 'will' 'not' 'subject' 'my' 'wife' ',' 'family' 'or' 'friends'
 'to' 'the' 'sadistic' ',' 'vitriol' 'of' 'yellow' 'journalism' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" I will not subject my wife , family or friends to the sadistic , vitriol of yellow journalism .","['""(O)', 'I(O)', 'will(O)', 'not(O)', 'subject(O)', 'my(O)', 'wife(O)', ',(O)', 'family(O)', 'or(O)', 'friends(O)', 'to(O)', 'the(O)', 'sadistic(O)', ',(O)', 'vitriol(O)', 'of(O)', 'yellow(O)', 'journalism(O)', '.(O)']","""(O) I(O) will(O) not(O) subject(O) my(O) wife(O) ,(O) family(O) or(O) friends(O) to(O) the(O) sadistic(O) ,(O) vitriol(O) of(O) yellow(O) journalism(O) .(O)","Input: "" I will not subject my wife , family or friends to the sadistic , vitriol of yellow journalism .
Output: ""(O) I(O) will(O) not(O) subject(O) my(O) wife(O) ,(O) family(O) or(O) friends(O) to(O) the(O) sadistic(O) ,(O) vitriol(O) of(O) yellow(O) journalism(O) .(O)"
447,['J.' 'Crawley' 'not' 'out' '94'],"['B-Person', 'I-Person', 'O', 'O', 'O']",J. Crawley not out 94,"['J.(B-Person)', 'Crawley(I-Person)', 'not(O)', 'out(O)', '94(O)']",J.(B-Person) Crawley(I-Person) not(O) out(O) 94(O),"Input: J. Crawley not out 94
Output: J.(B-Person) Crawley(I-Person) not(O) out(O) 94(O)"
1807,"['Ukraine' ""'s"" 'declaration' 'of' 'independence' 'in' '1991' ',' 'backed'
 'nine-to-one' 'by' 'a' 'referendum' 'in' 'December' 'of' 'that' 'year'
 ',' 'effectively' 'dealt' 'a' 'death' 'blow' 'to' 'the' 'Soviet' 'empire'
 'and' 'ended' 'more' 'than' 'three' 'centuries' 'of' 'rule' 'from'
 'Moscow' '.']","['B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O']","Ukraine 's declaration of independence in 1991 , backed nine-to-one by a referendum in December of that year , effectively dealt a death blow to the Soviet empire and ended more than three centuries of rule from Moscow .","['Ukraine(B-Location)', ""'s(O)"", 'declaration(O)', 'of(O)', 'independence(O)', 'in(O)', '1991(O)', ',(O)', 'backed(O)', 'nine-to-one(O)', 'by(O)', 'a(O)', 'referendum(O)', 'in(O)', 'December(O)', 'of(O)', 'that(O)', 'year(O)', ',(O)', 'effectively(O)', 'dealt(O)', 'a(O)', 'death(O)', 'blow(O)', 'to(O)', 'the(O)', 'Soviet(B-Miscellaneous)', 'empire(O)', 'and(O)', 'ended(O)', 'more(O)', 'than(O)', 'three(O)', 'centuries(O)', 'of(O)', 'rule(O)', 'from(O)', 'Moscow(B-Location)', '.(O)']","Ukraine(B-Location) 's(O) declaration(O) of(O) independence(O) in(O) 1991(O) ,(O) backed(O) nine-to-one(O) by(O) a(O) referendum(O) in(O) December(O) of(O) that(O) year(O) ,(O) effectively(O) dealt(O) a(O) death(O) blow(O) to(O) the(O) Soviet(B-Miscellaneous) empire(O) and(O) ended(O) more(O) than(O) three(O) centuries(O) of(O) rule(O) from(O) Moscow(B-Location) .(O)","Input: Ukraine 's declaration of independence in 1991 , backed nine-to-one by a referendum in December of that year , effectively dealt a death blow to the Soviet empire and ended more than three centuries of rule from Moscow .
Output: Ukraine(B-Location) 's(O) declaration(O) of(O) independence(O) in(O) 1991(O) ,(O) backed(O) nine-to-one(O) by(O) a(O) referendum(O) in(O) December(O) of(O) that(O) year(O) ,(O) effectively(O) dealt(O) a(O) death(O) blow(O) to(O) the(O) Soviet(B-Miscellaneous) empire(O) and(O) ended(O) more(O) than(O) three(O) centuries(O) of(O) rule(O) from(O) Moscow(B-Location) .(O)"
10593,"['But' 'the' 'pick' 'of' 'the' '13-times' 'champions' ""'"" 'goals' 'came'
 'from' 'Ruggiero' 'Rizzitelli' ',' 'who' 'beat' 'three' 'defenders' 'to'
 'put' 'Bayern' '4-1' 'up' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O']","But the pick of the 13-times champions ' goals came from Ruggiero Rizzitelli , who beat three defenders to put Bayern 4-1 up .","['But(O)', 'the(O)', 'pick(O)', 'of(O)', 'the(O)', '13-times(O)', 'champions(O)', ""'(O)"", 'goals(O)', 'came(O)', 'from(O)', 'Ruggiero(B-Person)', 'Rizzitelli(I-Person)', ',(O)', 'who(O)', 'beat(O)', 'three(O)', 'defenders(O)', 'to(O)', 'put(O)', 'Bayern(B-Organization)', '4-1(O)', 'up(O)', '.(O)']","But(O) the(O) pick(O) of(O) the(O) 13-times(O) champions(O) '(O) goals(O) came(O) from(O) Ruggiero(B-Person) Rizzitelli(I-Person) ,(O) who(O) beat(O) three(O) defenders(O) to(O) put(O) Bayern(B-Organization) 4-1(O) up(O) .(O)","Input: But the pick of the 13-times champions ' goals came from Ruggiero Rizzitelli , who beat three defenders to put Bayern 4-1 up .
Output: But(O) the(O) pick(O) of(O) the(O) 13-times(O) champions(O) '(O) goals(O) came(O) from(O) Ruggiero(B-Person) Rizzitelli(I-Person) ,(O) who(O) beat(O) three(O) defenders(O) to(O) put(O) Bayern(B-Organization) 4-1(O) up(O) .(O)"
12692,['SOCCER' '-' 'GENOA' 'AWARDED' 'ITALIAN' 'CUP' 'WIN' '.'],"['O', 'O', 'B-Organization', 'O', 'B-Miscellaneous', 'I-Miscellaneous', 'O', 'O']",SOCCER - GENOA AWARDED ITALIAN CUP WIN .,"['SOCCER(O)', '-(O)', 'GENOA(B-Organization)', 'AWARDED(O)', 'ITALIAN(B-Miscellaneous)', 'CUP(I-Miscellaneous)', 'WIN(O)', '.(O)']",SOCCER(O) -(O) GENOA(B-Organization) AWARDED(O) ITALIAN(B-Miscellaneous) CUP(I-Miscellaneous) WIN(O) .(O),"Input: SOCCER - GENOA AWARDED ITALIAN CUP WIN .
Output: SOCCER(O) -(O) GENOA(B-Organization) AWARDED(O) ITALIAN(B-Miscellaneous) CUP(I-Miscellaneous) WIN(O) .(O)"
4946,['Leicester' '3' '1' '1' '1' '2' '3' '4'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Leicester 3 1 1 1 2 3 4,"['Leicester(B-Organization)', '3(O)', '1(O)', '1(O)', '1(O)', '2(O)', '3(O)', '4(O)']",Leicester(B-Organization) 3(O) 1(O) 1(O) 1(O) 2(O) 3(O) 4(O),"Input: Leicester 3 1 1 1 2 3 4
Output: Leicester(B-Organization) 3(O) 1(O) 1(O) 1(O) 2(O) 3(O) 4(O)"
6662,['Lokomotiva' 'Kosice' '2' 'Kerametal' 'Dubnica' '0'],"['B-Organization', 'I-Organization', 'O', 'B-Organization', 'I-Organization', 'O']",Lokomotiva Kosice 2 Kerametal Dubnica 0,"['Lokomotiva(B-Organization)', 'Kosice(I-Organization)', '2(O)', 'Kerametal(B-Organization)', 'Dubnica(I-Organization)', '0(O)']",Lokomotiva(B-Organization) Kosice(I-Organization) 2(O) Kerametal(B-Organization) Dubnica(I-Organization) 0(O),"Input: Lokomotiva Kosice 2 Kerametal Dubnica 0
Output: Lokomotiva(B-Organization) Kosice(I-Organization) 2(O) Kerametal(B-Organization) Dubnica(I-Organization) 0(O)"
7822,['STATE' 'FACILITIES' 'REFUNDING' 'BONDS'],"['O', 'O', 'O', 'O']",STATE FACILITIES REFUNDING BONDS,"['STATE(O)', 'FACILITIES(O)', 'REFUNDING(O)', 'BONDS(O)']",STATE(O) FACILITIES(O) REFUNDING(O) BONDS(O),"Input: STATE FACILITIES REFUNDING BONDS
Output: STATE(O) FACILITIES(O) REFUNDING(O) BONDS(O)"
3020,"['Anytime' 'somebody' 'gets' 'the' 'opportunity' 'to' 'enter' 'the' 'next'
 'era' 'with' 'such' 'a' 'big' 'bang' 'has' 'got' 'to' 'be' 'seen' 'as'
 'a' 'strong' 'message' 'to' 'the' 'industry' '.' '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Anytime somebody gets the opportunity to enter the next era with such a big bang has got to be seen as a strong message to the industry . ""","['Anytime(O)', 'somebody(O)', 'gets(O)', 'the(O)', 'opportunity(O)', 'to(O)', 'enter(O)', 'the(O)', 'next(O)', 'era(O)', 'with(O)', 'such(O)', 'a(O)', 'big(O)', 'bang(O)', 'has(O)', 'got(O)', 'to(O)', 'be(O)', 'seen(O)', 'as(O)', 'a(O)', 'strong(O)', 'message(O)', 'to(O)', 'the(O)', 'industry(O)', '.(O)', '""(O)']","Anytime(O) somebody(O) gets(O) the(O) opportunity(O) to(O) enter(O) the(O) next(O) era(O) with(O) such(O) a(O) big(O) bang(O) has(O) got(O) to(O) be(O) seen(O) as(O) a(O) strong(O) message(O) to(O) the(O) industry(O) .(O) ""(O)","Input: Anytime somebody gets the opportunity to enter the next era with such a big bang has got to be seen as a strong message to the industry . ""
Output: Anytime(O) somebody(O) gets(O) the(O) opportunity(O) to(O) enter(O) the(O) next(O) era(O) with(O) such(O) a(O) big(O) bang(O) has(O) got(O) to(O) be(O) seen(O) as(O) a(O) strong(O) message(O) to(O) the(O) industry(O) .(O) ""(O)"
6527,['LONDON' '1996-08-26'],"['B-Location', 'O']",LONDON 1996-08-26,"['LONDON(B-Location)', '1996-08-26(O)']",LONDON(B-Location) 1996-08-26(O),"Input: LONDON 1996-08-26
Output: LONDON(B-Location) 1996-08-26(O)"
1635,['She' 'agreed' '.'],"['O', 'O', 'O']",She agreed .,"['She(O)', 'agreed(O)', '.(O)']",She(O) agreed(O) .(O),"Input: She agreed .
Output: She(O) agreed(O) .(O)"
8354,['Wasim' 'Akram' '128' '29' '350' '11' '31.81'],"['B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O']",Wasim Akram 128 29 350 11 31.81,"['Wasim(B-Person)', 'Akram(I-Person)', '128(O)', '29(O)', '350(O)', '11(O)', '31.81(O)']",Wasim(B-Person) Akram(I-Person) 128(O) 29(O) 350(O) 11(O) 31.81(O),"Input: Wasim Akram 128 29 350 11 31.81
Output: Wasim(B-Person) Akram(I-Person) 128(O) 29(O) 350(O) 11(O) 31.81(O)"
5469,['LISBON' '1996-08-25'],"['B-Location', 'O']",LISBON 1996-08-25,"['LISBON(B-Location)', '1996-08-25(O)']",LISBON(B-Location) 1996-08-25(O),"Input: LISBON 1996-08-25
Output: LISBON(B-Location) 1996-08-25(O)"
2597,['CALGARY' '1996-08-23'],"['B-Location', 'O']",CALGARY 1996-08-23,"['CALGARY(B-Location)', '1996-08-23(O)']",CALGARY(B-Location) 1996-08-23(O),"Input: CALGARY 1996-08-23
Output: CALGARY(B-Location) 1996-08-23(O)"
